Year,Month,Day,Maximum Relative HumidityPct,Minimum Relative HumidityPct,Average Relative HumidityPct,Minimum Wind Chill Index Temperature,Maximum Wind SpeedMph,Minimum Wind SpeedMph,Average Wind SpeedMph,Standard Deviation of Wind Speed at 10m Mph,Maximum Wind GustMph,Maximum Wind Speed at 2m Mph,Minimum Wind Speed at 2m Mph,Average Wind Speed at 2m,Standard Deviation of Wind Speed at 2m Mph,Maximum Solar Radiation MJ/square meters,Total Solar Radiation MJ/square meters
2013,11,9,96,43.18,71.45,36.95,14.84,5.66,9.78,1.66,18.99,12.06,2.9,7.02,2.1,666.67,15.36
2013,11,10,99,67.73,88.43,42.39,15.46,0.07,7.52,3.12,19.8,12.65,0,5.26,2.99,731.8,8.36
2013,11,11,99.6,60.89,85.95,33.29,31.5,3.31,11.44,6.54,41.65,26.22,2.59,8.81,5.66,611.06,7.75
2013,11,12,82.1,28.43,53.07,18.18,27.42,1.31,16.13,6.88,37.04,22.84,0,12.89,6.43,660.02,15.23
2013,11,13,90.6,16.85,49.89,10.11,15.49,0.62,8.57,4.28,22.37,12.28,0,6.08,4.13,679.61,15.67
2013,11,14,75.94,37.22,60.15,22.14,22.1,5.12,12.18,4.08,27.4,17.89,3.26,9.25,3.75,902.3,9.53
2013,11,15,95.4,29.47,60.54,27.93,16.87,0.2,9.08,4.56,21.05,12.78,0,6.39,3.85,664.04,13.61
2013,11,16,75.73,22.46,49.72,-996,35.43,9.08,20.08,6.45,44.87,27.36,5.42,14.97,5.68,767.65,11.75
2013,11,17,86.7,21.27,49.32,44.9,19.06,6.07,11.48,2.99,22.66,14.18,2.68,8.23,2.48,651.02,14.75
2013,11,18,52.53,20.18,36.7,37.91,12.51,0.76,6.47,2.34,16.81,9.48,0,4.22,1.88,839.34,11.68
2013,11,19,60.37,33.73,47.05,44.6,21.72,4.59,14.77,4.94,28.5,17.38,2.65,11.47,4.42,534.64,6.71
2013,11,20,85.7,42.12,64.24,-996,19.57,8.26,13.55,2.57,24.99,15.74,5.03,10.62,2.32,701.2,9.01
2013,11,21,92.5,47.48,76.92,17.89,35.19,3.8,18.1,9.9,43.69,29.24,3.14,14.68,8.31,677.25,9.58
2013,11,22,95.6,64.25,80.24,13.08,-996,-996,-996,-996,40.85,-996,-996,-996,-996,136.22,1.48
2013,11,23,81,55,69.25,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,241.31,4.02
2013,11,24,98.9,69.46,88.18,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,379.02,6.73
2013,11,25,97.9,89.7,94.47,18.96,12.06,2.97,7.69,1.78,15.13,9.91,2,6.24,1.56,369.14,6.48
2013,11,26,95.4,54.6,78.41,18.06,19.71,3.62,10.42,3.52,24.18,16.21,2.1,7.89,3.31,621.38,13.76
2013,11,27,95.3,42.68,72.36,15.92,11.58,0.46,6.69,2.62,15.27,8.55,0.07,4.56,1.95,617.97,13.84
2013,11,28,94.1,30.03,68.41,20.53,11.87,3.01,7.66,2.14,16.3,9.94,1.24,5.17,2.03,710.82,13.95
2013,11,29,93.3,37.22,69.99,20.5,20.65,5.58,11.24,3.78,28.05,16.55,3.68,7.87,3.53,606.86,12.75
2013,11,30,95.6,45.64,77.91,31.44,11.88,1.74,6.99,2.17,14.91,9.32,0.07,4.38,1.67,688,10.14
2013,12,1,98.5,48.53,80.93,32.85,12.61,0.07,4.68,2.65,14.83,10.52,0,3.01,2.53,619.19,10.45
2013,12,2,100,29.39,71.32,25.28,9.94,0.07,4.26,2.44,11.03,5.53,0,2.47,1.56,634.75,13.58
2013,12,3,97.9,15.26,63.1,27.44,15.2,0.47,8.38,3.09,18.86,12.18,0,5.42,2.65,600.13,13.21
2013,12,4,88.1,54.7,67.85,18.36,22.12,1.12,12.46,5.37,28.72,18.39,0.01,10.21,4.39,641.05,11.36
2013,12,5,93.4,44.37,63.88,4.03,26.71,9.16,17.47,3.81,34.05,22.17,7.63,14.53,3.02,210.01,2.26
2013,12,6,94.4,60.5,79.01,-10.97,21.61,3.75,13.09,3.93,26.08,18.57,0.21,10.39,4.46,631.96,11.12
2013,12,7,83.6,62.83,70.25,-11.54,17.72,3.16,9,3.14,21.85,14.05,0,5.96,3.29,491.63,7.02
2013,12,8,97,76.52,87.23,4.06,19.75,3.9,11.6,4.04,26.6,15.51,1.73,7.79,3.77,642.01,10.75
2013,12,9,96.6,69.55,82.25,-1.26,19.55,2.49,11.45,4.04,24.92,15.55,0,7.89,4.14,337.57,6.17
2013,12,10,96.2,65.47,83.23,-7.61,15.61,0.07,6.99,4.56,19.08,10.85,0,3.74,3.59,618.75,13.14
2013,12,11,95.3,63.63,79.16,7.7,25.21,2.72,11.94,5.18,31.56,20.31,0,7.5,5.6,701.2,11.83
2013,12,12,96.8,70.43,85.49,13.56,12.61,0.07,5.45,3.54,15.35,8.14,0,2.64,2.7,526.78,7.37
2013,12,13,96.9,63.58,84.73,28.49,22.55,6.08,12.65,3.87,26.66,17.11,2.05,8.3,3.78,640.61,9.5
2013,12,14,90,36.44,71.28,16.64,28.39,0.97,14.83,7.08,33.11,21.92,0,10.04,6.63,571.98,12.28
2013,12,15,94.5,29.47,67.35,16.1,14.27,1.53,7.27,2.69,19.08,10.69,0,3.2,2.8,592.26,12.74
2013,12,16,95.1,23.91,65.78,18.05,10.32,0.07,5.48,2.26,11.54,7.28,0,1.78,1.74,590.95,12.87
2013,12,17,95.6,30.34,66.5,19.85,12.83,0.07,7.49,2.95,16.22,10.16,0,3.32,3.07,588.24,12.79
2013,12,18,94.2,27.85,65.68,23.51,24.96,0.07,9.34,7.07,29.15,19.3,0,5.78,5.63,599.26,11.98
2013,12,19,92,38.91,70.36,42.28,25.19,5.96,14.98,4.63,31.21,18.79,2.25,9.8,4.31,622.16,8.79
2013,12,20,98.1,60,78.9,18.87,-996,-996,-996,-996,34.14,-996,-996,-996,-996,215.87,3.61
2013,12,21,99.6,88.3,97.23,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,156.68,1.95
2013,12,22,96,73.8,86.89,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,706.45,11.96
2013,12,23,98.2,66.98,89.44,20.01,-996,-996,-996,-996,19.44,-996,-996,-996,-996,566.99,10.71
2013,12,24,100,70.8,93.09,12.85,16.38,4.29,10.23,2.54,19.89,12.98,1.99,7.63,2.12,455.52,5.8
2013,12,25,100,54.58,84.15,19.89,20,2.71,10.67,4.59,25.57,17.06,0,8.08,4.64,571.19,12.25
2013,12,26,96.9,29.62,74.66,14.97,12.39,1.36,6.65,2.14,14.61,8.44,0,3.21,1.7,592,13.01
2013,12,27,96,30.77,68.19,16.28,14.05,0.43,6.64,3.44,17.61,10.41,0,2.47,2.64,590.43,12.86
2013,12,28,98.1,46.92,79.66,21.1,21.12,1.14,9.28,4.5,26.82,15.89,0,5.24,4.51,573.81,12.25
2013,12,29,100,58.21,75.77,9.88,34.67,0.57,16.82,8.79,44.07,28.83,0,13.09,8.28,294.56,3.91
2013,12,30,92,35.5,68.63,8.02,8.89,0.07,4.47,2,13.37,7.81,0,2.08,2.23,581.6,12.82
2013,12,31,93.5,32.74,68.47,11.51,20.85,1.22,9.46,5.1,26.31,16.17,0,6.24,4.85,589.46,12.88
2014,1,1,94.6,36.97,72.44,10.95,31.81,0.08,14.81,6.66,37.92,26.11,0,11.61,5.56,582.56,12.63
2014,1,2,91.5,41.62,69.18,5.76,21,2.18,8.84,3.45,25.14,17.08,1.17,6.42,2.74,591.74,12.94
2014,1,3,88.1,24.69,57.48,10.45,29.01,6.42,15.95,6.52,39.75,23.4,3.44,12.12,5.72,625.22,13.01
2014,1,4,75.01,39.59,55.12,15.68,29.68,8.49,16.43,4.13,40.11,24.07,5.64,12.66,3.96,589.03,12.68
2014,1,5,86.5,31.36,59.55,0.38,31.61,7.64,18.87,4.44,38.01,26.53,5.75,15.46,3.72,608.17,13.36
2014,1,6,83.6,30.79,57.41,-0.23,12.41,3.17,7.52,2.16,16.44,10.45,0,5.37,1.97,615.08,11.62
2014,1,7,76.35,28.89,52.24,4.88,22.01,7.85,13.18,3.36,27.4,17.84,4.36,9.75,3.5,606.86,13.24
2014,1,8,99.6,33.36,69.94,18.34,19.28,0.98,10.77,4,24.56,16.02,0.13,8.32,3.24,597.07,12.78
2014,1,9,100,83.8,93.86,27.02,14.87,0.07,7.58,2.99,18.48,11.96,0,6.01,2.51,139.45,2.51
2014,1,10,100,26.77,69.08,24.98,20.76,0.09,9.74,3.78,25.28,17.23,0,6.98,4.13,605.11,12.19
2014,1,11,80.6,13.97,45.73,15.86,14.1,3.64,8.7,2.26,18.41,11.59,0,5.45,2.07,616.13,13.64
2014,1,12,66.18,12.15,33.47,28.47,33.33,4.47,17.76,7.3,42.68,26.6,0,12.76,6.91,619.1,13.56
2014,1,13,73.28,13.37,38.09,20.91,19.95,3.12,10.54,3.79,25.66,16.31,0,7.01,4.12,631.96,14.03
2014,1,14,77.46,17.15,44.04,10.91,29.77,1.56,12.72,7.39,36.98,24.45,0,8.9,7.17,578.71,8.73
2014,1,15,86.7,20.77,52.17,12.42,20.96,2.62,10.12,4.41,28.57,17.19,0,6.24,4.58,626.62,13.31
2014,1,16,78.49,12.92,42.57,18.28,28.79,0.28,12.4,7.01,35.72,23.13,0,8.43,6.93,643.23,13.96
2014,1,17,51.03,20.19,31.84,20.83,16.87,1.63,9.46,3.28,21.85,13.6,0,6.36,3.28,622.6,13.8
2014,1,18,74.01,14.24,42.26,18.86,27.76,1.42,9.28,6.4,35.52,22.79,0,5.91,5.89,631.43,14.11
2014,1,19,74.98,11.72,40.45,15.76,21.79,1.45,11,5.78,29.89,17.18,0,6.49,5.9,636.07,14.2
2014,1,20,79.63,14.28,40.93,16.37,36.13,1.75,13.96,8.02,43.69,30.22,0.22,10.23,7.42,649.97,14.57
2014,1,21,70.71,26.85,46.69,15.49,14.43,1.48,9.65,2.65,19.57,11.96,1.27,6.77,2.24,646.73,14.56
2014,1,22,86,32.83,54.82,9.11,21.47,2.12,12.73,5.21,27.4,17.98,0,9.53,5.18,727.43,11.87
2014,1,23,57.47,21.9,34.79,-0.74,31.36,0.96,19.02,7.44,38.07,25.52,0,15.45,7,623.74,7.76
2014,1,24,72.42,19.53,43.37,-6.06,21.39,2.55,10.62,5.45,27.04,15.99,0,5.21,5.69,664.83,15.15
2014,1,25,65.58,21.48,41.57,17.37,15.2,0.17,6.87,2.56,19.57,12.97,0,2.56,3.04,668.94,13.76
2014,1,26,79.87,17.96,49.34,24.29,36.28,0.07,8.15,4.11,49.77,30.13,0,5.68,3.46,680.74,15.08
2014,1,27,61.51,17.74,26.26,2.59,39.95,9.25,21.14,6.26,51.29,33.24,6.42,17.5,5.22,503.52,8.48
2014,1,28,70.98,33.09,50.43,-1.12,18.97,0.21,9.13,4.37,23.24,15.83,0,5.76,4.99,684.42,14.8
2014,1,29,83.3,16.24,45.16,-0.75,25.39,0.81,11.62,6.88,31.72,20.13,0,8.38,6.28,692.11,15.97
2014,1,30,57.3,18.08,35.26,20.01,23.71,2.45,12.25,4.39,28.95,18.97,0,8.54,4.58,613.16,10.68
2014,1,31,91.4,58.08,75.31,17.32,20.24,1.46,11.08,3.97,24.4,16.36,0,7.51,4.69,412.07,7
2014,2,1,91.5,47.78,70.47,17.43,21,5.39,11.87,3.67,27.18,17,0.49,9.34,3.47,764.15,10.59
2014,2,2,97.9,62.61,78.86,7.75,25.9,0.76,12.7,6.8,33.4,21.23,0,9,6.55,630.91,9.89
2014,2,3,98.5,63.27,79.41,16.55,10.34,0.55,5.39,2.17,12.42,8.93,0,2.29,2.78,636.59,9.47
2014,2,4,100,74.79,92.54,10.33,-996,-996,-996,-996,35.23,-996,-996,-996,-996,548.72,5.72
2014,2,5,83.6,65.44,72.95,-8.52,27.78,13.77,19.89,3.36,34.43,22.68,11.7,16.46,2.65,786.89,11.67
2014,2,6,88.4,70.96,79.58,-9.3,17.3,4.32,11.26,3.04,20.98,14.59,2.05,9.56,2.67,708.2,12.63
2014,2,7,96.7,75.82,85.47,6.01,15.92,3.47,9.58,3.07,20.31,13.54,0.63,7.43,2.99,897.05,10.15
2014,2,8,100,82.7,96.67,11.24,11.53,0.15,6.47,2.55,16,9.18,0,4.24,2.68,673.84,7.75
2014,2,9,100,93.9,98.21,13.47,-996,-996,-996,-996,25.79,-996,-996,-996,-996,152.83,3.08
2014,2,10,96.9,84,91.69,4.82,21.65,9.03,14.56,2.76,27.34,18.01,7.74,12.11,2.1,241.57,3.71
2014,2,11,97.8,67.61,83.73,4.53,15.29,0.55,7.93,4.27,19.37,12.97,0,6.1,4.32,657.66,9.59
2014,2,12,99.7,46.74,79.08,12.13,19.04,0.14,6.23,3.83,23.17,16.06,0,3.84,4.06,736.17,16.72
2014,2,13,99.2,28.6,71.5,16.89,11.9,0.38,5.81,2.37,13.45,7.42,0,3.24,1.71,820.11,17.34
2014,2,14,98.5,15.94,55.44,20.99,31.27,1.72,13.06,8.74,41.07,25.66,0,9.47,8.26,763.28,17.85
2014,2,15,89,26.94,56.63,21.37,25.03,0.08,10.13,6.58,31.14,20.15,0,6.96,6.02,917.16,14.39
2014,2,16,89.1,32.99,60.73,29.88,18.99,1.15,10.48,3.4,24.56,15.1,0,7.56,3.3,774.64,16.91
2014,2,17,81.9,16.84,41.45,33.81,29.46,1.29,11.64,7.33,38.88,24.2,0,8.19,6.61,796.5,17.95
2014,2,18,83.2,12.6,46.8,24.4,23.71,2.1,10.46,4.95,29.24,19.04,0.82,7.28,4.57,916.28,17.24
2014,2,19,92.8,27.49,51.39,45.37,26.31,0.07,13.2,5.49,35.01,22.1,0,9.93,4.67,525.11,8.26
2014,2,20,84.4,15.47,42.26,25.88,38.63,2.29,18.81,9.31,48,30.82,0,13.96,8.62,783.39,18.89
2014,2,21,76.41,12.96,41.97,11.43,28.81,2.2,11.81,7.46,35.08,23.22,0,8.15,6.88,924.15,17.64
2014,2,22,76.95,13.76,43.54,25.45,13.07,2.25,8.88,2.54,16.22,9.12,0,5.78,1.73,797.38,19.56
2014,2,23,81.8,36.66,56.25,23.09,25.72,1.9,14.19,4.83,34.56,21.39,0,11.05,4.82,800.87,18.5
2014,2,24,94.9,51.45,69.13,19.27,15.03,2.76,8.66,2.44,18.41,11.8,2.19,6.4,2.06,821.86,12.63
2014,2,25,97.1,46.01,65.49,15.13,29.26,5.75,15.1,4.91,35.95,24.54,3.01,12.19,4.41,489.7,7.84
2014,2,26,68.63,32.1,52.78,3.97,29.04,0.79,11.25,7.32,37.11,23.76,0,7.23,6.95,805.25,19.97
2014,2,27,80.4,25.38,49.63,9.3,19.93,0.18,9.63,6.1,27.11,16.43,0,6.27,5.7,806.99,19.88
2014,2,28,89.3,17.95,52.34,24.84,20.89,0.62,11.15,3.3,25.28,15.98,0,6.81,3.77,815.74,20.25
2014,3,1,99.5,70.67,89.75,7.39,29.21,4.98,15.51,6.34,36.39,23.64,0,11.4,6.1,301.73,5.31
2014,3,2,95.6,73.38,82.3,-7.82,-996,-996,-996,-996,33.17,-996,-996,-996,-996,197.51,3.21
2014,3,3,81.9,37.97,65.47,-10.04,21.23,0.64,9.97,4.96,26.31,17,0,7.68,4.33,875.19,18.2
2014,3,4,94.9,30.28,62.17,8.22,18.92,1.55,10.63,4.26,24.05,15.55,0,7.99,4.25,840.22,20.82
2014,3,5,93.9,57.24,81.91,22.78,20,5.49,12.33,3.01,29.82,16.68,3.69,9.7,2.76,722.19,8.58
2014,3,6,100,50.2,79.77,16.35,15.04,0.28,7.87,4.33,19.73,12.76,0,5.43,3.96,917.16,16.41
2014,3,7,92.2,16.23,55.71,27.55,23.76,3.18,14.34,4.27,30.18,19.3,0,11.01,4.17,842.84,19.38
2014,3,8,77.56,47.47,63.9,23,36.33,4.39,20.13,7.38,46.84,29.04,2.72,16.21,6.11,474.58,9.71
2014,3,9,87.9,13.39,46.54,12.21,13.05,1.65,6.48,2.53,14.83,8.7,0,3.85,2.01,876.07,22.49
2014,3,10,76.12,9.75,40.19,22.87,21.72,0.5,10.22,5.14,29.24,17.3,0,7.34,4.73,901.42,23.12
2014,3,11,92.1,10.59,51.82,34.75,41.76,9.73,21.37,9.31,52.61,33.71,5.19,16.64,8.15,889.18,22.55
2014,3,12,80.9,16.65,43.35,23.94,35.72,0.08,13.2,8.53,45.52,28.88,0,10.21,7.41,895.3,23.17
2014,3,13,68.24,11.77,33.48,14.62,22.26,2.77,10.89,5.56,30.24,18.54,0,7.8,5.3,1008.96,21.6
2014,3,14,48.49,21.12,31.63,36.19,15.59,1.23,10.14,2.53,20.18,11.69,0,7.19,2.49,895.3,22.05
2014,3,15,98.9,44.33,81.11,43.4,29.06,0.4,9.35,4.16,41.2,22.64,0,6.44,3.56,1045.68,7.68
2014,3,16,83.9,34.77,62.66,24.95,37.47,2.8,22.12,9.64,49.91,29.62,0,17.13,8.89,983.61,20.78
2014,3,17,93.1,22.27,54.23,14.92,23.85,0.07,12.15,7.19,29.44,19.28,0,8.94,6.78,950.38,21.36
2014,3,18,52.6,12.71,32.65,34.03,38.83,7.05,19.9,7.67,54.07,30.96,4.32,15.34,6.37,902.3,21.85
2014,3,19,87.8,22,48.9,22.77,28.86,2.49,10.43,4.78,39.01,23.22,0,7.12,4.75,906.67,23.5
2014,3,20,82.3,13.04,39.23,26.32,22.39,0.07,12.03,7.2,30.98,18.72,0,8.79,6.64,911.04,23.98
2014,3,21,67.37,19.85,39.43,41.32,26.49,4.45,14.14,5.35,32.14,21.18,1.52,10.72,4.71,1018.58,20.2
2014,3,22,61.02,34.69,44.78,35.05,26.84,7.16,17.65,4.51,34.56,21.43,4.28,13.89,3.87,632.66,10.78
2014,3,23,68.23,31.08,41.97,20.5,32.68,4.68,13.26,6.44,44.13,25.88,0.05,10.03,5.84,908.42,23.33
2014,3,24,81.1,19.93,46.59,21.38,24.52,1.25,11.91,5.64,29.82,20.07,0,8.49,5.54,932.02,23.31
2014,3,25,90.7,21.11,50.2,17.49,15.11,0.74,7.65,3.18,19.66,12.88,0,4.97,3.04,925.03,24.53
2014,3,26,95.7,49.58,77.63,32.83,27.31,9.02,18.7,5.06,34.43,22.26,5.59,14.82,4.44,489.36,7.13
2014,3,27,91,11.29,46.75,-996,30.82,3.95,18.98,6.7,39.39,24.79,0.09,14.33,6.1,950.38,22.07
2014,3,28,71.6,33.72,54.49,37.91,27.6,5.62,15.1,3.91,34.78,21.41,2.87,11.38,3.78,1012.46,19.38
2014,3,29,94.2,15.25,51.44,22.99,14.29,1.55,7.91,2.88,18.12,10.82,0,5.21,2.53,956.5,25.67
2014,3,30,82.8,15.4,39.22,30.62,29.97,5.65,17.54,6.21,38.95,24.61,2.16,13.49,5.77,956.5,23.72
2014,3,31,79.92,5.93,35.25,-996,23.47,4.17,12.82,3.77,31.79,18.32,1.66,9.34,3.43,980.11,26.3
2014,4,1,85,33.02,48.06,36.93,26.24,2.16,13.09,5.97,35.95,20.98,1.5,9.95,5,940.77,21.36
2014,4,2,88.7,28.23,64.83,-996,25.9,7.66,16.93,3.02,32.95,20.92,3.93,13.44,2.72,936.39,21.4
2014,4,3,98.1,8.5,55.14,37.99,43.98,3.91,15.43,7.9,60.35,34.11,0,11.28,6.69,963.5,24.84
2014,4,4,91.1,21.37,49.12,22.36,15.79,2.71,8.68,2.56,21.12,12.56,0.01,5.95,2.3,1045.68,26.55
2014,4,5,86.1,26.31,47.92,37.11,21.65,6.66,12.98,3.83,27.63,18.28,3.25,9.7,3.9,779.02,12.31
2014,4,6,98.4,74.47,87.88,37.25,16.79,0.46,6.8,3.44,21.99,12.92,0,4.9,2.79,187.02,3.78
2014,4,7,100,22.81,71.46,32.52,36.19,0.74,9.06,6.89,50.06,27.78,0,6.1,5.64,993.22,19.44
2014,4,8,91,15.61,45.37,29.63,23.76,7.75,12.75,3.26,47.07,19.15,2.85,8.71,3.75,977.49,27.09
2014,4,9,82.2,9.37,37.39,31.99,27.16,0.37,13.26,6.54,37.11,22.15,0,10.02,5.9,982.73,27.13
2014,4,10,54.81,9.99,27.99,47.06,25.72,2.53,12.94,4.55,34.05,20.42,0,9.31,4.15,1042.19,23.12
2014,4,11,82.1,26.91,50.93,43.13,15.95,4.58,9.42,2.28,19.51,12.5,1.16,6.45,2.19,961.75,26.06
2014,4,12,94.2,8.05,53.02,-996,31.14,7.36,17.07,5.89,39.17,24.58,3.38,13.3,5.33,1010.71,21.72
2014,4,13,64.18,6.82,41.44,32.85,35.57,13.22,24.1,5,48.07,27.11,9.82,18.43,3.87,1023.83,26.25
2014,4,14,72.54,18.88,45.67,23.38,32.75,2.97,21.66,7.76,41.14,24.58,0,15.91,6.93,1002.84,23.32
2014,4,15,72.95,12.7,34,13.54,19.28,4.12,10.56,3.4,27.98,15.97,1.7,7.65,3.61,1008.09,28.6
2014,4,16,59.27,13.77,30.71,36.6,28.66,8.48,17.06,4.63,35.59,23.22,5.85,13.34,4.28,1001.09,27.12
2014,4,17,93.6,59.82,79.6,41.75,20.33,2.96,11.92,4,27.92,15.32,0.79,8.69,3.27,397.55,5.92
2014,4,18,92.9,52.06,76.52,38.54,16.14,0.95,7.81,2.73,21.92,13.77,0.07,5.47,2.66,815.74,16.85
2014,4,19,97.6,33.52,63.91,43.38,21.25,4.95,12.83,4.12,27.11,17.02,0.93,9.79,4.11,1110.38,19.93
2014,4,20,98.7,67.28,86.44,-996,26.62,3.93,12.25,4.51,33.4,21.39,0.88,9.39,3.99,892.68,9.14
2014,4,21,100,41.58,75.25,-996,18.16,1.41,9.19,3.83,23.82,13.67,0,6.04,3.54,1077.16,21.55
2014,4,22,94.4,28.65,59.52,47.42,15.5,2.02,8.27,3.16,20.83,12.77,0,5.48,3.14,966.99,27.14
2014,4,23,92.8,30.34,61.63,-996,32.57,6.31,19.04,6.73,44.07,26.4,2.72,14.94,5.92,1066.67,21.73
2014,4,24,86.1,17.41,44.26,-996,33.55,6.78,18.3,7.47,42.46,24.45,2.24,12.95,6.48,1010.71,28.47
2014,4,25,77.02,17.84,39.54,41.31,26.17,5.39,16.72,6.23,34.72,20.74,2.57,12.79,6.13,1000.22,28.05
2014,4,26,71.49,24.18,49.9,-996,31.54,6.77,20.13,7.15,42.75,25.77,3.9,15.81,6.47,1070.16,25.38
2014,4,27,76.74,10.43,29.43,-996,36.17,7.67,22.29,7.32,50.78,29.1,4.32,17.03,6.37,1023.83,26.6
2014,4,28,69.82,11.73,38.35,45.12,24.56,1.73,10.2,4.34,30.62,17.36,0,6.84,3.7,1071.91,28.68
2014,4,29,59.34,26.28,34.46,42.06,37.69,6.68,20.75,9.36,49.39,27.98,3.22,14.49,7.48,1155.85,23.03
2014,4,30,69.7,17.11,38.98,33.79,25.05,5.11,14.82,5.28,42.1,18.5,0,10.2,4.81,1057.05,29.93
2014,5,1,72.57,13.95,35.81,26.18,22.41,3.47,10.16,4.52,30.98,16.98,0.28,6.47,4.25,1017.7,28.96
2014,5,2,70.72,10.09,30.12,30.66,13.52,0.24,6.62,2.59,26.75,10.27,0,4.14,1.96,1032.57,30.2
2014,5,3,59.88,7.8,21.19,38.53,21.85,0.85,10.86,5.17,30.98,17.69,0,8.05,4.85,1022.95,30.02
2014,5,4,49.54,5.76,17.81,47.05,24.92,1.4,14.87,6.32,36.01,20.18,0,11.22,5.68,1035.19,30.34
2014,5,5,41.64,4.54,19.28,-996,21.79,2.67,13.22,3.63,30.62,16.92,1.36,10.11,3.43,1027.32,30.15
2014,5,6,59.05,7.39,27.59,-996,31.07,4.13,15.16,5.44,38.65,24.96,3.06,11.71,4.82,1093.77,24.87
2014,5,7,86,14.34,55.58,-996,29.95,5.58,18.04,4.56,38.36,23.94,4.12,13.95,4.06,1133.99,23.18
2014,5,8,94.3,8.54,58.96,-996,29.75,0.91,9.89,4.53,41.43,22.73,0,7.27,3.98,1013.33,27.17
2014,5,9,91.5,19.5,46.54,45.91,16.82,0.45,7.63,3.7,21.47,11.96,0,4.98,2.8,1043.93,29.19
2014,5,10,82,14.16,45.36,-996,27.49,3.93,16.84,6.34,36.98,22.24,1.25,13.23,5.67,1000.22,28.74
2014,5,11,82.3,25.08,52.5,-996,35.08,12.61,24.19,5.05,44.07,28.05,10.02,19.5,4.29,1029.07,26.81
2014,5,12,95.5,32.88,58.22,-996,28.43,8.18,20.26,3.8,37.85,20.15,5.5,14.66,2.86,1024.7,20.85
2014,5,13,72.64,22.67,43.06,39.92,29.62,4.43,14.12,5.42,39.39,20.4,0,9.63,4.44,1140.11,18.71
2014,5,14,86.2,14.25,38.84,32.66,18.05,2.38,8.91,3.58,26.24,13.57,0,5.74,3.38,1146.23,-996
2014,5,15,80.1,13.61,39.8,35.55,17.25,1.91,7.89,3.38,26.66,12.85,0,5.1,2.98,1189.07,29.65
2014,5,16,72.38,9.57,39.93,49.13,31.61,0.87,10.93,4.83,41.43,23.42,0.01,8.2,4.07,1036.94,29.56
2014,5,17,73.61,32.32,52.95,-996,31.54,8.82,15.33,4.18,41.29,24.43,5.36,11.11,3.5,1068.42,27.83
2014,5,18,90.5,25.55,55.75,-996,28.14,5.92,16.49,5.61,36.33,23.22,5.05,12.98,4.94,992.35,28.43
2014,5,19,78.85,23.04,46.44,-996,28.41,9.04,19.67,4.78,36.62,22.93,6.26,15.71,4.2,1070.16,27.09
2014,5,20,63.68,17.37,37.31,-996,29.59,7.87,19.23,4.36,36.33,23.73,5.4,15.47,3.73,1027.32,29.14
2014,5,21,65.55,18.22,42.31,-996,22.79,7.08,15.7,3.28,31.5,19.01,4.95,12.61,3.05,1036.94,26.77
2014,5,22,80.4,26.03,50.7,-996,21.43,5.42,11.2,3.96,33.91,17.72,2.58,8.8,3.84,1123.5,28.74
2014,5,23,99.6,53.63,91.08,-996,22.08,0.2,8.75,4.26,29.53,17.24,0,6.48,3.62,158.51,1.72
2014,5,24,99.9,82.4,93.41,-996,18.59,0.07,6.72,3.74,23.76,13.98,0,4.57,3.43,604.42,7.31
2014,5,25,97.9,58.71,80.56,-996,36.98,1.96,8.22,4.07,47.49,28.27,0,5.96,3.44,607.83,12.53
2014,5,26,98,41.33,81.45,-996,19.57,0.79,7.12,3.94,26.31,15.12,0,5.1,3.31,1034.32,14.72
2014,5,27,99.2,51.62,83.09,-996,17.77,0.25,6.76,3.79,21.85,14.22,0,4.77,3.52,971.37,15.42
2014,5,28,98.7,40.28,69.44,-996,13.54,1.19,7.58,2.82,19.95,11.67,0,5.31,3.31,1126.99,28.55
2014,5,29,96.7,31.51,63.44,-996,12.32,0.07,4.44,2.2,16,9.98,0,2.63,2.15,1092.02,28.15
2014,5,30,94.6,41.44,67.44,-996,15.56,1.69,8.06,3.03,22.66,12.87,0.32,5.69,3.08,1142.73,28.91
2014,5,31,99.2,38.8,69.51,-996,11.44,1.21,6,2.1,14.18,10.1,0,4.36,1.82,1128.74,24.48
2014,6,1,96.5,31.46,60.09,-996,23.26,5.16,14.99,5.08,31.85,19.39,3.21,12.13,4.58,991.48,29.69
2014,6,2,80.5,36.57,58.74,-996,24.99,5.42,15.14,4.09,31.43,20.67,4.42,12.37,3.42,1092.02,21.62
2014,6,3,90.4,30.43,56.99,-996,22.7,5.95,14.84,4.54,28.86,19.01,3.37,12,4.24,1180.33,26.07
2014,6,4,82.1,19.68,48.62,-996,23.2,0.66,15.88,4.25,31.94,19.57,0.52,12.79,3.83,995.85,30.02
2014,6,5,75.8,26.75,49.17,-996,19.13,5.4,11.38,2.32,23.96,15.58,4.48,9.21,2.05,1006.34,29.89
2014,6,6,92.7,30.68,59.95,-996,38.86,1.41,16.12,6.91,51.23,29.42,0.77,12.92,5.97,1120,23.79
2014,6,7,98.8,46.31,70.02,-996,44.09,1.47,13.63,6.51,69.12,34.38,0.08,10.77,5.31,1092.9,24.06
