STATION,NAME,DATE,DAPR,EVAP,MDPR,MNPN,MXPN,PRCP,SN32,SNOW,SNWD,SX32,TMAX,TMIN,TOBS,WDMV,WESD,WESF,WT01,WT03,WT04,WT05,WT06,WT11
USC00291963,"CLOVIS 13 N, NM US",2020-11-24,,,,,,0,7.2,0,0,9.4,11.1,5.6,8.9,312,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-11-25,,,,,,0,3.9,0,0,10.6,15,-3.9,-2.2,237,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-11-26,,,,,,0,3.3,0,0,8.9,15.6,-2.2,11.1,354,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-11-27,,,,,,0,4.4,0,0,10,14.4,-1.7,1.7,175,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-11-28,,,,,,1,3.3,,,8.3,10,0,2.2,219,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-11-29,,,,,,0,3.9,0,0,6.1,3.9,-0.6,2.8,138,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-11-30,,,,,,0,0.6,0,0,6.1,7.2,-9.4,1.1,166,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-01,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-02,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-03,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-04,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-05,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-06,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-07,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-08,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-09,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-10,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-11,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-12,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-13,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-14,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-15,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-16,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-17,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-18,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-19,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-20,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-21,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-22,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-23,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-24,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-25,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-26,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-27,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-28,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-29,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-30,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2020-12-31,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-01,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-02,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-03,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-04,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-05,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-06,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-07,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-08,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-09,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-10,,,,,,3.3,,,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-11,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-12,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-13,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-14,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-15,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-16,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-17,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-18,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-19,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-20,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-21,,,,,,0,,0,0,,13.9,0.6,5.6,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-22,,,,,,0,,0,0,,18.3,-5,-1.1,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-23,,,,,,0,,0,0,,9.4,-1.1,2.8,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-24,,,,,,0,,0,0,,16.1,-1.7,-1.7,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-25,,,,,,1,,,0,,5.6,-2.2,0,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-26,,,,,,0,,0,0,,10,-5.6,-4.4,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-27,,,,,,0,,0,0,,3.9,-7.2,-5.6,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-28,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-29,,,,,,0,,0,,,,,,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-30,,,,,,0,,0,0,,10.6,-3.9,6.1,,,,,,,,,
USC00291963,"CLOVIS 13 N, NM US",2021-01-31,,,,,,0,,0,0,,15.6,-0.6,1.1,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-05-25,,,,,,7.6,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-05-26,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-05-27,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-05-28,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-05-29,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-05-30,,,,,,4.6,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-05-31,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-01,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-02,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-03,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-04,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-05,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-06,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-07,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-08,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-09,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-10,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-11,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-12,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-13,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-14,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-15,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-16,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-17,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-18,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-19,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-20,,,,,,17,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-21,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-22,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-23,,,,,,8.9,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-24,,,,,,11.7,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-25,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-26,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-27,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-28,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-29,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-06-30,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-01,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-02,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-03,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-04,,,,,,0.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-05,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-06,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-07,,,,,,10.7,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-08,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-09,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-10,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-11,,,,,,0.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-12,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-13,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-14,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-15,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-16,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-17,,,,,,0,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-18,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-19,,,,,,0,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-20,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-21,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-22,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-23,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-24,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-25,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-26,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-27,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-28,,,,,,2.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-29,,,,,,2.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-30,,,,,,14,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-07-31,,,,,,12.7,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-01,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-02,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-03,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-04,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-05,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-06,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-07,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-08,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-09,,,,,,9.4,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-10,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-11,,,,,,6.6,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-12,,,,,,0.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-13,,,,,,2.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-14,,,,,,75.4,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-15,,,,,,10.2,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-16,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-17,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-18,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-19,,,,,,0.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-20,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-21,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-22,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-23,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-24,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-25,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-26,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-27,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-28,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-29,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-30,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-08-31,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-01,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-02,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-03,,,,,,0.5,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-04,,,,,,10.9,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-05,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-06,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-07,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-08,,,,,,8.4,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-09,,,,,,0.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-10,,,,,,0.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-11,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-12,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-13,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-14,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-15,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-16,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-17,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-18,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-19,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-20,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-21,,,,,,0.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-22,,,,,,57.7,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-23,,,,,,38.9,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-24,,,,,,2.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-25,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-26,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-27,,,,,,1.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-28,,,,,,0,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-29,,,,,,0,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-09-30,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-01,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-02,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-03,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-04,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-05,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-06,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-07,,,,,,15.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-08,,,,,,5.1,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-09,,,,,,16.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-10,,,,,,24.4,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-11,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-12,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-13,,,,,,13.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-14,,,,,,25.4,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-15,,,,,,11.4,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-16,,,,,,18.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-17,,,,,,10.2,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-18,,,,,,1.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-19,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-20,,,,,,28.4,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-21,,,,,,0.5,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-22,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-23,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-24,,,,,,0,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-25,,,,,,11.7,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-26,,,,,,0.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-27,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-28,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-29,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-30,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-10-31,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-01,,,,,,32.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-02,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-03,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-04,,,,,,12.7,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-05,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-06,,,,,,1.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-07,,,,,,14.7,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-08,,,,,,0.3,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-09,,,,,,2.8,,,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-10,,,,,,0,,0,,,,,,,,,,,,,,
US1OKCW0003,"HUGO 1.9 ENE, OK US",2018-11-11,,,,,,0,,0,,,,,,,,,,,,,,
