"Year","Month","Day","DATE","Y.WFEC","NAME","PRCP","TMAX","TMIN","TOBS","OilPrice","oilProduction","WoodFordBcfShaleProduction","Monthly Rig Count","Monthly Total Oil Production Anarkado ","Monhtly Total Natural Gas Production Anarkado","tornadoCount","Maximum.Relative.HumidityPct","Minimum.Relative.HumidityPct","Average.Relative.HumidityPct","Minimum.Wind.Chill.Index.Temperature","Maximum.Wind.SpeedMph","Minimum.Wind.SpeedMph","Average.Wind.SpeedMph","Standard.Deviation.of.Wind.Speed.at.10m.Mph","Maximum.Wind.GustMph","Maximum.Wind.Speed.at.2m.Mph","Minimum.Wind.Speed.at.2m.Mph","Average.Wind.Speed.at.2m","Standard.Deviation.of.Wind.Speed.at.2m.Mph","Maximum.Solar.Radiation.MJ.square.meters","Total.Solar.Radiation.MJ.square.meters","TempWeighted","CDDTref","HDDTref","HDDt","CDDt","TetMinus1","effectiveTemp","effectTempCategory","Holidays","Day of Week","WeekendIdentifier"
2011,7,24,2011-07-24,1492.9,"BLANCHARD 2 SSW, OK US",0,40.6,26.1,27.8,98.97,5523,1.175,203,212686.851,4409463.56,0,48.57,16.52,30.63,-996,16.77,3.61,9.72,2.1,24.99,13.92,2.61,7.4,2.21,1109.76,29.38,33.35,20,5,0,13.35,0,13.9,4,1,7,1
2011,7,25,2011-07-25,1382,"BLANCHARD 2 SSW, OK US",0,42.2,25,25.6,98.97,5523,1.175,203,212686.851,4409463.56,0,45.2,15.03,31.4,-996,25.75,1.62,8.73,4.63,36.1,20.71,0,6.47,4.02,1046.8,27.07,33.6,20,5,0,13.6,0,12.8,4,0,1,0
2011,7,26,2011-07-26,1467.344,"BLANCHARD 2 SSW, OK US",0,38.9,23.3,24.4,99.61,5523,1.175,203,212686.851,4409463.56,0,52.49,13.62,30.38,-996,18.34,3.13,10.97,3.92,28.57,14.69,2.85,8.47,3.47,1165.16,26.89,31.1,20,5,0,11.1,0,12.2,4,0,2,0
2011,7,27,2011-07-27,1489.963,"BLANCHARD 2 SSW, OK US",0,42.2,24.4,26.1,97.4,5523,1.175,203,212686.851,4409463.56,0,45.53,14.57,27.02,-996,18.28,6.54,12.89,2.71,26.82,15.39,4.97,10.36,2.38,993.91,29.04,33.3,20,5,0,13.3,0,13.05,4,0,3,0
2011,7,28,2011-07-28,1464.707,"BLANCHARD 2 SSW, OK US",0,43.3,25,25.6,97.48,5523,1.175,203,212686.851,4409463.56,0,51.3,14.62,29.34,-996,18.19,3.95,10.58,2.73,24.56,14.8,3.42,8.45,2.3,1084.57,30.08,34.15,20,5,0,14.15,0,12.8,4,0,4,0
2011,7,29,2011-07-29,1409.215,"BLANCHARD 2 SSW, OK US",0,41.7,25,25.6,95.68,5523,1.175,203,212686.851,4409463.56,0,57.8,20.12,35.73,-996,17.77,2.19,9.53,3.02,25.95,14.49,1.84,7.54,2.68,1104.72,28.23,33.35,20,5,0,13.35,0,12.8,4,0,5,0
2011,7,30,2011-07-30,1438.459,"BLANCHARD 2 SSW, OK US",0,39.4,25.6,26.1,94.98,5523,1.175,203,212686.851,4409463.56,0,58.1,24.14,38.92,-996,17.37,2.9,10.29,2.97,25.43,14.49,1.27,8.07,3.1,1150.05,27.47,32.5,20,5,0,12.5,0,13.05,4,1,6,1
2011,7,31,2011-07-31,1482.436,"BLANCHARD 2 SSW, OK US",0,40.6,25.6,25.6,94.98,5523,1.175,203,212686.851,4409463.56,0,54.84,19.39,34.62,-996,16.03,3.16,8.54,2.8,24.05,13.62,1.19,6.45,3.01,1100.52,27.71,33.1,20,5,0,13.1,0,12.8,4,1,7,1
2011,8,1,2011-08-01,1498.023,"BLANCHARD 2 SSW, OK US",0,41.7,25.6,26.7,94.98,5598,1.228,215,218552.75,4478520.97,1,47.29,15.97,27.47,-996,17.26,0.5,8.92,3.33,34.05,14.8,0,6.65,3.29,993.07,29.33,33.65,20,5,0,13.65,0,13.35,4,0,1,0
2011,8,2,2011-08-02,1531.976,"BLANCHARD 2 SSW, OK US",0,42.8,26.7,27.2,93.78,5598,1.228,215,218552.75,4478520.97,1,47.42,12.67,24.26,-996,16.9,0.57,9.44,3.18,28.21,14.09,0,7.09,3.29,999.79,29.54,34.75,20,5,0,14.75,0,13.6,4,0,2,0
2011,8,3,2011-08-03,1555.39,"BLANCHARD 2 SSW, OK US",0,44.4,26.7,28.3,91.87,5598,1.228,215,218552.75,4478520.97,1,50.92,14.77,29.24,-996,15.15,0.15,6.87,3.07,20.24,12.79,0,4.87,2.8,1037.57,27.42,35.55,20,5,0,15.55,0,14.15,4,0,3,0
2011,8,4,2011-08-04,1535.565,"BLANCHARD 2 SSW, OK US",0,44.4,26.1,26.1,86.75,5598,1.228,215,218552.75,4478520.97,1,54.5,12.28,27.14,-996,20.58,1.43,10.73,3.39,27.76,17.03,0,8.36,3.19,1003.15,28.48,35.25,20,5,0,15.25,0,13.05,4,0,4,0
2011,8,5,2011-08-05,1527.473,"BLANCHARD 2 SSW, OK US",0,43.9,26.1,28.9,86.89,5598,1.228,215,218552.75,4478520.97,1,41.9,13.44,23.21,-996,19.28,2.06,11.19,3.21,26.53,15.99,1.45,8.72,3,1066.95,28.19,35,20,5,0,15,0,14.45,4,0,5,0
2011,8,6,2011-08-06,1500.473,"BLANCHARD 2 SSW, OK US",0,43.9,26.7,27.8,81.27,5598,1.228,215,218552.75,4478520.97,1,57.23,13.77,33.04,-996,27.29,0.15,10.68,4.76,38.07,21.79,0,8.46,4.25,1077.86,27.84,35.3,20,5,0,15.3,0,13.9,4,1,6,1
2011,8,7,2011-08-07,1343.461,"BLANCHARD 2 SSW, OK US",0,44.4,27.8,28.9,81.27,5598,1.228,215,218552.75,4478520.97,1,40.98,12.98,26.46,-996,19.15,3.48,11.54,3,30.47,16.01,2.26,9.23,2.69,1137.46,28.67,36.1,20,5,0,16.1,0,14.45,4,1,7,1
2011,8,8,2011-08-08,1530.271,"BLANCHARD 2 SSW, OK US",0,38.9,28.3,28.9,81.27,5598,1.228,215,218552.75,4478520.97,1,69.58,16.94,30.13,-996,20.33,3.91,13.16,3.72,28.57,17.35,1.64,10.43,3.57,983.84,28.35,33.6,20,5,0,13.6,0,14.45,4,0,1,0
2011,8,9,2011-08-09,1496.759,"BLANCHARD 2 SSW, OK US",1,42.8,22.2,22.8,79.32,5598,1.228,215,218552.75,4478520.97,1,83.6,16.39,49.17,-996,29.48,1.93,9.16,4.11,38.01,21.3,0,7.08,3.3,976.29,27.78,32.5,20,5,0,12.5,0,11.4,4,0,2,0
2011,8,10,2011-08-10,1436.987,"BLANCHARD 2 SSW, OK US",0,40.6,22.2,22.2,83.05,5598,1.228,215,218552.75,4478520.97,1,84.7,14.79,48.23,-996,24.52,1.4,11.45,4.95,35.08,20.33,0.47,9.01,4.33,986.36,25.43,31.4,20,5,0,11.4,0,11.1,4,0,3,0
2011,8,11,2011-08-11,1093.421,"BLANCHARD 2 SSW, OK US",0,42.2,21.7,21.7,85.48,5598,1.228,215,218552.75,4478520.97,1,70.95,28.99,50.74,-996,31.59,8.14,17.26,6.34,41,25.68,5.76,13.69,5.48,1030.01,25.31,31.95,20,5,0,11.95,0,10.85,4,0,4,0
2011,8,12,2011-08-12,1384.932,"BLANCHARD 2 SSW, OK US",28.7,27.2,19.4,21.1,85.19,5598,1.228,215,218552.75,4478520.97,1,89.6,20.7,52.09,-996,30.51,2.05,12.07,5.29,41.5,24.81,1.81,9.88,4.11,965.37,27.38,23.3,20,5,0,3.3,0,10.55,4,0,5,0
2011,8,13,2011-08-13,1281.768,"BLANCHARD 2 SSW, OK US",32,38.9,20.6,20.6,87.88,5598,1.228,215,218552.75,4478520.97,1,91.3,41.25,68.5,-996,18.75,0.85,7.94,4.07,26.75,14.87,0.41,6.03,3.22,1121.51,25.38,29.75,20,5,0,9.75,0,10.3,4,1,6,1
2011,8,14,2011-08-14,1356.956,"BLANCHARD 2 SSW, OK US",0,35,20,22.2,87.88,5598,1.228,215,218552.75,4478520.97,1,87.6,27.91,55.29,-996,13.54,3.27,6.87,2,21.92,11.74,0.32,5.08,2.26,1007.35,27.37,27.5,20,5,0,7.5,0,11.1,4,1,7,1
2011,8,15,2011-08-15,1388.86,"BLANCHARD 2 SSW, OK US",0,35.6,22.2,22.2,87.88,5598,1.228,215,218552.75,4478520.97,1,73.26,23.14,43.41,-996,19.04,0.95,9.68,4.17,24.11,15.35,0,7.39,3.94,1103.04,18.94,28.9,20,5,0,8.9,0,11.1,4,0,1,0
2011,8,16,2011-08-16,1385.118,"BLANCHARD 2 SSW, OK US",0,38.9,22.2,27.8,86.65,5598,1.228,215,218552.75,4478520.97,1,56.54,16.88,32.97,-996,19.75,2.71,12.52,3.38,30.11,16.43,2.05,9.79,3.49,970.41,27.18,30.55,20,5,0,10.55,0,13.9,4,0,2,0
2011,8,17,2011-08-17,1396.635,"BLANCHARD 2 SSW, OK US",0.3,40,25,28.9,87.58,5598,1.228,215,218552.75,4478520.97,1,51.37,17.89,33.7,-996,24,0.87,7.16,4.39,31.94,19.22,0,5.36,3.76,1108.92,22.64,32.5,20,5,0,12.5,0,14.45,4,0,3,0
2011,8,18,2011-08-18,1457.811,"BLANCHARD 2 SSW, OK US",0,38.9,24.4,24.4,82.38,5598,1.228,215,218552.75,4478520.97,1,64.15,14.63,34.47,-996,18.72,1.47,8.34,3.68,30.91,15.15,0,6.27,3.5,1004.83,26.8,31.65,20,5,0,11.65,0,12.2,4,0,4,0
2011,8,19,2011-08-19,1479.667,"BLANCHARD 2 SSW, OK US",0,40,24.4,25.6,82.33,5598,1.228,215,218552.75,4478520.97,1,43.88,11.9,25.97,-996,19.44,5.06,11,3.73,29.01,16.06,1.89,8.24,3.96,979.64,27.6,32.2,20,5,0,12.2,0,12.8,4,0,5,0
2011,8,20,2011-08-20,1456.11,"BLANCHARD 2 SSW, OK US",0,41.1,25,25,84.42,5598,1.228,215,218552.75,4478520.97,1,43.12,15.7,26.31,-996,19.15,0.88,10.04,3.61,28.43,15.96,0,7.56,3.68,1030.01,27.46,33.05,20,5,0,13.05,0,12.5,4,1,6,1
2011,8,21,2011-08-21,1322.426,"BLANCHARD 2 SSW, OK US",0,40,25,26.1,84.42,5598,1.228,215,218552.75,4478520.97,1,44.97,16.09,27.2,-996,16.73,0.56,9.12,4.01,23.76,13.89,0,6.99,3.8,1083.74,25.4,32.5,20,5,0,12.5,0,13.05,4,1,7,1
2011,8,22,2011-08-22,1426.411,"BLANCHARD 2 SSW, OK US",0,36.7,23.9,23.9,84.42,5598,1.228,215,218552.75,4478520.97,1,48.26,16.06,29.5,-996,19.1,1.54,10.53,3.91,27.47,15.8,0,8.13,3.86,988.04,26.29,30.3,20,5,0,10.3,0,11.95,4,0,1,0
2011,8,23,2011-08-23,1487.64,"BLANCHARD 2 SSW, OK US",0,39.4,23.9,25.6,85.35,5598,1.228,215,218552.75,4478520.97,1,47.03,17.28,29.19,-996,19.73,6.57,11.25,2.76,25.37,16.44,2.92,8.7,2.97,956.14,26.55,31.65,20,5,0,11.65,0,12.8,4,0,2,0
2011,8,24,2011-08-24,1524.678,"BLANCHARD 2 SSW, OK US",0,40.6,25.6,25.6,84.99,5598,1.228,215,218552.75,4478520.97,1,47.66,14.99,28.7,-996,20.38,1.99,7.49,2.9,25.57,17.2,0,5.64,2.67,967.05,25.44,33.1,20,5,0,13.1,0,12.8,4,0,3,0
2011,8,25,2011-08-25,1444.198,"BLANCHARD 2 SSW, OK US",0,42.2,23.3,23.3,85.15,5598,1.228,215,218552.75,4478520.97,1,63.9,22.12,38.88,-996,18.32,3.72,10.95,3.53,24.92,15.64,0,8.26,3.74,946.9,26.34,32.75,20,5,0,12.75,0,11.65,4,0,4,0
2011,8,26,2011-08-26,1465.689,"BLANCHARD 2 SSW, OK US",0,37.2,20,20,85.37,5598,1.228,215,218552.75,4478520.97,1,58.19,11.92,33.47,-996,10.38,2.05,6.89,1.84,16.88,9.14,0.89,4.83,1.42,956.14,26.49,28.6,20,5,0,8.6,0,10,3,0,5,0
2011,8,27,2011-08-27,1503.869,"BLANCHARD 2 SSW, OK US",0,38.9,20,22.8,87.27,5598,1.228,215,218552.75,4478520.97,1,53.14,11.97,27.31,-996,12.26,0.15,6.15,2.67,18.19,10.98,0,4.18,2.09,964.53,26.89,29.45,20,5,0,9.45,0,11.4,4,1,6,1
2011,8,28,2011-08-28,1503.292,"BLANCHARD 2 SSW, OK US",0,41.1,22.2,26.1,87.27,5598,1.228,215,218552.75,4478520.97,1,47.7,11.12,24.85,-996,18.48,2.94,9.12,2.43,30.33,14.65,2.44,6.99,2.13,977.96,21.78,31.65,20,5,0,11.65,0,13.05,4,1,7,1
2011,8,29,2011-08-29,1338.142,"BLANCHARD 2 SSW, OK US",0,42.2,26.1,26.1,87.27,5598,1.228,215,218552.75,4478520.97,1,39.91,17.38,26.13,-996,13.92,0.7,8.05,2.74,19.37,12.37,0,5.9,2.71,1134.1,15.43,34.15,20,5,0,14.15,0,13.05,4,0,1,0
2011,8,30,2011-08-30,1388.838,"BLANCHARD 2 SSW, OK US",0,36.7,25.6,26.7,88.9,5598,1.228,215,218552.75,4478520.97,1,38.92,11.03,22.93,-996,29.86,7.09,14.79,4.72,43.55,23.33,4.55,11.56,4.07,1098.85,17.95,31.15,20,5,0,11.15,0,13.35,4,0,2,0
2011,8,31,2011-08-31,1488.943,"BLANCHARD 2 SSW, OK US",0,40,26.7,28.3,88.81,5598,1.228,215,218552.75,4478520.97,1,32.44,12.88,22.55,-996,24.02,9.34,15.14,3.26,29.15,19.33,5.81,11.88,3.04,1108.92,20.29,33.35,20,5,0,13.35,0,14.15,4,0,3,0
2011,9,1,2011-09-01,1432.56,"BLANCHARD 2 SSW, OK US",0,40.6,25.6,25.6,88.93,5800,1.235,215,225479.306,4509330.86,3,43.07,17.67,27.81,-996,20.13,6.16,12.3,2.9,34.49,16.96,3.51,9.59,3.03,932.63,25.59,33.1,20,5,0,13.1,0,12.8,4,0,4,0
2011,9,2,2011-09-02,1399.304,"BLANCHARD 2 SSW, OK US",0,38.9,22.2,22.2,86.45,5800,1.235,215,225479.306,4509330.86,3,47.36,15.9,31.03,-996,17.45,3.18,9.1,3.01,25.95,14.58,0,6.96,3.04,1073.66,24.53,30.55,20,5,0,10.55,0,11.1,4,0,5,0
2011,9,3,2011-09-03,1397.13,"BLANCHARD 2 SSW, OK US",0,38.9,22.2,22.2,85.99,5800,1.235,215,225479.306,4509330.86,3,60.97,21.07,37.64,-996,29.71,2.35,8.82,3.79,39.3,21.21,1.94,6.57,3.1,927.6,23.63,30.55,20,5,0,10.55,0,11.1,4,1,6,1
2011,9,4,2011-09-04,1032.167,"BLANCHARD 2 SSW, OK US",4.1,38.9,21.1,21.1,85.99,5800,1.235,215,225479.306,4509330.86,3,74.77,19.33,47.87,-996,27.42,10.48,19.77,3.97,36.82,23.26,8.25,16.32,3.55,1089.61,18.97,30,20,5,0,10,0,10.55,4,1,7,1
2011,9,5,2011-09-05,950.802,"BLANCHARD 2 SSW, OK US",0,29.4,13.3,13.3,85.99,5800,1.235,215,225479.306,4509330.86,3,59.45,13.58,31.38,-996,18.81,4.8,10.94,3.14,35.01,16.68,2,8.58,3.62,992.23,27.57,21.35,20,5,0,1.35,0,6.65,3,0,1,0
2011,9,6,2011-09-06,1001.035,"BLANCHARD 2 SSW, OK US",0,28.3,10.6,10.6,85.99,5800,1.235,215,225479.306,4509330.86,3,57.65,14.87,30.72,43.34,10.17,0.63,5.95,2.03,13.23,8.85,0,3.9,2,966.21,26.6,19.45,20,5,0,0,0,5.3,3,0,2,0
2011,9,7,2011-09-07,892.198,"BLANCHARD 2 SSW, OK US",0,29.4,10.6,11.7,89.34,5800,1.235,215,225479.306,4509330.86,3,43.85,16,27.89,-996,19.01,0.47,8.57,3.64,25.79,16.07,0,6.36,3.51,1066.11,16.57,20,20,5,0,0,0,5.85,3,0,3,0
2011,9,8,2011-09-08,1012.209,"BLANCHARD 2 SSW, OK US",0,30,11.7,13.3,89.05,5800,1.235,215,225479.306,4509330.86,3,57.56,18.98,33.03,-996,13.8,1.3,6.28,2.35,20.09,10.74,0,4.15,2.31,975.45,24.49,20.85,20,5,0,0.850000000000001,0,6.65,3,0,4,0
2011,9,9,2011-09-09,983.345,"BLANCHARD 2 SSW, OK US",0,31.1,12.8,12.8,87.24,5800,1.235,215,225479.306,4509330.86,3,58.68,15.26,31.07,-996,16.49,2.09,7.87,2.8,34.27,14.58,0,5.72,3.14,966.21,26.33,21.95,20,5,0,1.95,0,6.4,3,0,5,0
2011,9,10,2011-09-10,1009.757,"BLANCHARD 2 SSW, OK US",0,30,12.8,16.7,88.19,5800,1.235,215,225479.306,4509330.86,3,50.86,13.11,29.38,-996,15.42,2.22,6.93,2.34,20.67,13.06,0,4.56,2.34,946.07,25.67,21.4,20,5,0,1.4,0,8.35,3,1,6,1
2011,9,11,2011-09-11,1156.777,"BLANCHARD 2 SSW, OK US",0,33.3,16.7,16.7,88.19,5800,1.235,215,225479.306,4509330.86,3,62.13,18.31,36.47,-996,11.94,1.55,6.04,2.4,15.71,8.7,0,4,2,933.47,25.18,25,20,5,0,5,0,8.35,3,1,7,1
2011,9,12,2011-09-12,1290.168,"BLANCHARD 2 SSW, OK US",0,32.8,15.6,16.1,88.19,5800,1.235,215,225479.306,4509330.86,3,51.03,11.78,26.84,-996,18.16,2.53,9.89,3.67,26.31,15.13,0,7.26,3.74,917.52,24,24.2,20,5,0,4.2,0,8.05,3,0,1,0
2011,9,13,2011-09-13,1332.576,"BLANCHARD 2 SSW, OK US",0,38.3,16.1,24.4,90.21,5800,1.235,215,225479.306,4509330.86,3,44.05,12.14,23.61,-996,24.92,0.34,10.29,5.08,32.44,17.57,0,6.78,4.23,1012.38,17.41,27.2,20,5,0,7.2,0,12.2,4,0,2,0
2011,9,14,2011-09-14,1055.254,"BLANCHARD 2 SSW, OK US",0,40.6,20,20,88.91,5800,1.235,215,225479.306,4509330.86,3,73.52,32.76,47.49,-996,26.31,1.19,15.32,4.84,34.56,22.41,0,12.38,4.59,1110.6,16.18,30.3,20,5,0,10.3,0,10,3,0,3,0
2011,9,15,2011-09-15,812.209,"BLANCHARD 2 SSW, OK US",0,25.6,11.7,11.7,89.4,5800,1.235,215,225479.306,4509330.86,3,94,75.06,84.99,-996,23.4,4.62,10.61,3.22,29.01,17.81,3.78,8.27,2.5,351.82,4.5,18.65,20,5,0,0,0,5.85,3,0,4,0
2011,9,16,2011-09-16,784.58,"BLANCHARD 2 SSW, OK US",1.5,15,10.6,10.6,87.96,5800,1.235,215,225479.306,4509330.86,3,96.1,58.87,83.47,-996,13.81,2.83,7.89,2.35,18.41,11.25,1.31,6.36,2.03,988.04,17.71,12.8,20,5,0,0,0,5.3,3,0,5,0
2011,9,17,2011-09-17,1023.554,"BLANCHARD 2 SSW, OK US",5.1,19.4,10.6,16.1,85.7,5800,1.235,215,225479.306,4509330.86,3,99.6,35.87,77.59,-996,23.73,3.74,13.4,4.84,46.19,18.57,1.9,10.63,4.14,920.04,20.8,15,20,5,0,0,0,8.05,3,1,6,1
2011,9,18,2011-09-18,1045.107,"BLANCHARD 2 SSW, OK US",8.1,32.2,15.6,18.9,85.7,5800,1.235,215,225479.306,4509330.86,3,90.6,21.57,58.82,-996,20.11,4.11,12.05,3.67,27.76,15.36,1.03,8.78,3.45,902.41,23.39,23.9,20,5,0,3.9,0,9.45,3,1,7,1
2011,9,19,2011-09-19,988.119,"BLANCHARD 2 SSW, OK US",0,31.1,15,15,85.7,5800,1.235,215,225479.306,4509330.86,3,94.5,15.46,51.83,-996,13.03,0.57,7.39,2.31,16.95,11.36,0,5.22,2.01,917.52,24.4,23.05,20,5,0,3.05,0,7.5,3,0,1,0
2011,9,20,2011-09-20,1046.284,"BLANCHARD 2 SSW, OK US",0,31.1,15,15.6,86.92,5800,1.235,215,225479.306,4509330.86,3,76.01,16.21,41.22,-996,18.52,2.24,10.49,3.67,25.72,15.16,0,7.9,3.81,898.22,23.71,23.05,20,5,0,3.05,0,7.8,3,0,2,0
2011,9,21,2011-09-21,992.238,"BLANCHARD 2 SSW, OK US",0,28.3,15,16.1,85.77,5800,1.235,215,225479.306,4509330.86,3,65.55,25.98,43.83,-996,25.3,4.91,14.67,5.15,34.05,21.88,2.23,12.05,4.74,941.87,21.97,21.65,20,5,0,1.65,0,8.05,3,0,3,0
2011,9,22,2011-09-22,804.12,"BLANCHARD 2 SSW, OK US",12.4,29.4,11.7,11.7,80.29,5800,1.235,215,225479.306,4509330.86,3,93.4,36.51,67.93,-996,29.15,3.21,12.04,6.14,39.53,24.7,2.58,9.62,5.63,997.27,17.2,20.55,20,5,0,0.549999999999997,0,5.85,3,0,4,0
2011,9,23,2011-09-23,864.597,"BLANCHARD 2 SSW, OK US",0,20.6,8.9,9.4,79.58,5800,1.235,215,225479.306,4509330.86,3,97.3,27.21,62.44,44.89,16.01,0.17,8.44,3.65,22.37,13.89,0,5.95,3.89,892.34,23.42,14.75,20,5,0,0,0,4.7,3,0,5,0
2011,9,24,2011-09-24,980.454,"BLANCHARD 2 SSW, OK US",0,28.9,9.4,14.4,79.97,5800,1.235,215,225479.306,4509330.86,3,80.3,12.9,44.78,-996,10.89,0.2,6.12,2.68,15.27,8.91,0,4.21,2.17,952.78,21.61,19.15,20,5,0,0,0,7.2,3,1,6,1
2011,9,25,2011-09-25,914.696,"BLANCHARD 2 SSW, OK US",0,32.2,14.4,15,79.97,5800,1.235,215,225479.306,4509330.86,3,67.47,23.1,42.39,-996,20.29,3.25,11.09,3.52,26.53,17.3,0.52,8.6,3.86,871.35,22.42,23.3,20,5,0,3.3,0,7.5,3,1,7,1
2011,9,26,2011-09-26,951.485,"BLANCHARD 2 SSW, OK US",0,27.2,10.6,11.1,79.97,5800,1.235,215,225479.306,4509330.86,3,65.45,19.23,41.08,-996,13.95,2.14,8.13,2.36,18.86,11.78,0,5.78,2.61,997.27,21.38,18.9,20,5,0,0,0,5.55,3,0,1,0
2011,9,27,2011-09-27,1025.927,"BLANCHARD 2 SSW, OK US",0,28.9,10.6,13.9,84.18,5800,1.235,215,225479.306,4509330.86,3,54.92,19.52,36.43,-996,13.18,3.43,7.81,1.88,22.66,11.96,1.25,5.56,2.25,894.02,21.75,19.75,20,5,0,0,0,6.95,3,0,2,0
2011,9,28,2011-09-28,1118.558,"BLANCHARD 2 SSW, OK US",0,31.7,12.8,12.8,80.94,5800,1.235,215,225479.306,4509330.86,3,69.05,18.73,38.17,-996,13.4,1.36,7.41,2.75,19.8,11.43,0,5.16,2.93,860.44,22.04,22.25,20,5,0,2.25,0,6.4,3,0,3,0
2011,9,29,2011-09-29,1126.746,"BLANCHARD 2 SSW, OK US",0,33.9,12.8,18.3,81.87,5800,1.235,215,225479.306,4509330.86,3,56.94,16.04,33.27,-996,29.15,0.97,14.09,8.63,37.04,24.92,0,11.3,8.01,847.01,21.48,23.35,20,5,0,3.35,0,9.15,3,0,4,0
2011,9,30,2011-09-30,866.696,"BLANCHARD 2 SSW, OK US",0,35,13.9,13.9,78.93,5800,1.235,215,225479.306,4509330.86,3,31.66,11.84,22.11,-996,17.88,5.79,11.27,3.43,23.02,15.33,2.72,9,3.67,878.07,22.45,24.45,20,5,0,4.45,0,6.95,3,0,5,0
2011,10,1,2011-10-01,859.667,"BLANCHARD 2 SSW, OK US",0,26.7,7.8,7.8,77.34,5818,1.243,217,239450.458,4508789.46,0,51.5,16.35,30.17,48.9,14.45,1.26,8.87,3.02,20.38,12.52,0,6.38,3.24,860.44,22.1,17.25,20,5,0,0,0,3.9,3,1,6,1
2011,10,2,2011-10-02,903.364,"BLANCHARD 2 SSW, OK US",0,26.7,7.8,8.9,77.34,5818,1.243,217,239450.458,4508789.46,0,47.98,12.69,27.52,-996,17.33,5.61,10.93,2.56,29.44,13.9,2.52,8.16,2.98,856.24,21.92,17.25,20,5,0,0,0,4.45,3,1,7,1
2011,10,3,2011-10-03,966.143,"BLANCHARD 2 SSW, OK US",0,29.4,8.9,12.2,77.34,5818,1.243,217,239450.458,4508789.46,0,52.82,19.4,33.31,-996,14.98,6.95,9.89,1.57,20.98,12.35,3.17,7.36,1.95,845.33,21.44,19.15,20,5,0,0,0,6.1,3,0,1,0
2011,10,4,2011-10-04,982.803,"BLANCHARD 2 SSW, OK US",0,32.2,11.7,12.2,75.4,5818,1.243,217,239450.458,4508789.46,0,59.54,14.29,34.65,-996,18.28,2.86,10.34,3.1,24.99,15.72,1.65,7.68,3.17,853.73,21.65,21.95,20,5,0,1.95,0,6.1,3,0,2,0
2011,10,5,2011-10-05,898.348,"BLANCHARD 2 SSW, OK US",0,31.1,11.7,12.8,79.41,5818,1.243,217,239450.458,4508789.46,0,59.98,32.55,44.37,-996,24.61,3.5,13.6,5.44,31.79,19.8,0,10.45,5.15,740.4,10.03,21.4,20,5,0,1.4,0,6.4,3,0,3,0
2011,10,6,2011-10-06,984.116,"BLANCHARD 2 SSW, OK US",0,28.3,11.7,16.7,82.32,5818,1.243,217,239450.458,4508789.46,0,66.87,43.67,54.3,-996,30,15.13,23.14,3.94,39.39,24.09,12.03,18.6,3.21,718.57,11.77,20,20,5,0,0,0,8.35,3,0,4,0
2011,10,7,2011-10-07,982.053,"BLANCHARD 2 SSW, OK US",0,28.9,16.7,21.1,82.7,5818,1.243,217,239450.458,4508789.46,0,75.86,31.76,59.36,-996,29.62,13.01,22.3,3.06,38.72,24.25,10.75,17.97,2.6,936.83,12.76,22.8,20,5,0,2.8,0,10.55,4,0,5,0
2011,10,8,2011-10-08,857.827,"BLANCHARD 2 SSW, OK US",0,28.9,20.6,20.6,85.14,5818,1.243,217,239450.458,4508789.46,0,97.5,63.19,85.96,-996,28.23,1,17,7.55,36.91,22.59,0.15,13.59,6.13,179.98,1.88,24.75,20,5,0,4.75,0,10.3,4,1,6,1
2011,10,9,2011-10-09,807.748,"BLANCHARD 2 SSW, OK US",48.3,26.7,15.6,15.6,85.14,5818,1.243,217,239450.458,4508789.46,0,98.1,77.32,90.94,-996,27.6,1.04,8.54,5.66,32.88,20.54,0,6.51,4.72,712.7,7.27,21.15,20,5,0,1.15,0,7.8,3,1,7,1
2011,10,10,2011-10-10,824.313,"BLANCHARD 2 SSW, OK US",43.4,17.8,12.2,12.2,85.14,5818,1.243,217,239450.458,4508789.46,0,99.8,61.69,87.18,-996,10.54,0.9,5,2.1,14.61,8.34,0,3.23,2.1,956.14,17.91,15,20,5,0,0,0,6.1,3,0,1,0
2011,10,11,2011-10-11,856.675,"BLANCHARD 2 SSW, OK US",0,22.8,11.7,12.2,85.54,5818,1.243,217,239450.458,4508789.46,0,97.6,62.22,82.86,-996,29.66,1.97,10.55,5.06,46.91,22.62,0,7.7,4.54,896.54,15.61,17.25,20,5,0,0,0,6.1,3,0,2,0
2011,10,12,2011-10-12,879.754,"BLANCHARD 2 SSW, OK US",0,26.7,10.6,10.6,85.3,5818,1.243,217,239450.458,4508789.46,0,92.8,29.68,68.89,-996,18.72,0.8,8.93,3.67,22.66,14.58,0,6.53,3.1,894.02,19.73,18.65,20,5,0,0,0,5.3,3,0,3,0
2011,10,13,2011-10-13,821.01,"BLANCHARD 2 SSW, OK US",0.8,28.3,10.6,12.8,83.96,5818,1.243,217,239450.458,4508789.46,0,83.1,19.15,54.25,45.37,11.33,0.86,7.16,2.43,13.3,8.16,0.41,4.88,1.55,823.5,20.48,19.45,20,5,0,0,0,6.4,3,0,4,0
2011,10,14,2011-10-14,843.367,"BLANCHARD 2 SSW, OK US",0,25,10.6,10.6,86.8,5818,1.243,217,239450.458,4508789.46,0,82,21.84,54.22,-996,20.02,5.09,11.48,4.14,36.75,16.67,2.46,8.42,4.08,801.68,19.89,17.8,20,5,0,0,0,5.3,3,0,5,0
